Job_Title,Company,Date_Posted,Salary_USD,Location_City,Location_Country,Work_Type,Experience_Level,Primary_Skill,Secondary_Skill,Remote_Allowed
Prompt Engineer,TechNova,2025-09-28,260366,San Francisco,USA,Hybrid,Lead,MLOps,LLM Fine-tuning,True
Data Scientist,GlobalTrust,2025-01-12,89443,Bangalore,India,Hybrid,Senior,RAG,Azure AI,True
AI Research Scientist,TechNova,2025-12-19,111294,San Francisco,USA,Hybrid,Junior,TensorFlow,Transformers,True
Prompt Engineer,SaaSify,2025-01-23,95545,Toronto,Canada,Hybrid,Mid,Python,LLM Fine-tuning,True
AI Ethicist,NeuralFlow,2025-07-01,159827,Toronto,Canada,Hybrid,Lead,Azure AI,RAG,True
GenAI Specialist,TechNova,2023-12-29,108412,Berlin,Germany,Onsite,Mid,LLM Fine-tuning,NLP,False
AI Research Scientist,DeepMind,2024-08-20,146252,Toronto,Canada,Onsite,Senior,SQL,NLP,False
AI Ethicist,NeuralFlow,2023-05-10,97706,Toronto,Canada,Hybrid,Mid,Azure AI,SQL,True
GenAI Specialist,GlobalTrust,2023-05-31,63499,Bangalore,India,Hybrid,Mid,MLOps,Azure AI,True
Data Scientist,DeepMind,2025-06-02,184546,London,UK,Hybrid,Lead,SQL,Python,True
AI Research Scientist,NeuralFlow,2024-04-20,154388,London,UK,Remote,Senior,Python,SQL,True
Chief AI Officer,GlobalTrust,2024-07-16,125986,Berlin,Germany,Hybrid,Senior,Python,MLOps,True
Prompt Engineer,TechNova,2025-07-01,62636,Bangalore,India,Remote,Mid,Transformers,NLP,True
Data Scientist,DeepMind,2023-09-16,77391,Bangalore,India,Remote,Senior,Azure AI,TensorFlow,True
Data Scientist,DeepMind,2025-05-08,88607,Bangalore,India,Hybrid,Senior,LLM Fine-tuning,MLOps,True
Data Scientist,OpenAI Systems,2025-02-10,77325,Bangalore,India,Remote,Senior,Transformers,SQL,True
AI Ethicist,SaaSify,2025-04-09,101640,Toronto,Canada,Hybrid,Mid,NLP,Azure AI,True
Prompt Engineer,SaaSify,2023-01-08,282473,San Francisco,USA,Onsite,Lead,LLM Fine-tuning,MLOps,False
GenAI Specialist,NeuralFlow,2025-12-02,155584,London,UK,Onsite,Senior,MLOps,RAG,False
Data Scientist,NeuralFlow,2024-06-25,84378,Bangalore,India,Hybrid,Senior,NLP,Transformers,True
ML Engineer,DeepMind,2023-07-15,104535,Toronto,Canada,Remote,Mid,NLP,Azure AI,True
Data Scientist,NeuralFlow,2024-10-03,144617,Berlin,Germany,Onsite,Senior,Azure AI,LLM Fine-tuning,False
Chief AI Officer,TechNova,2023-09-25,49324,Bangalore,India,Hybrid,Junior,MLOps,Azure AI,True
Chief AI Officer,BotWorks,2024-10-30,202268,San Francisco,USA,Remote,Senior,MLOps,Python,True
Prompt Engineer,OpenAI Systems,2025-09-12,144130,London,UK,Hybrid,Senior,Azure AI,TensorFlow,True
AI Research Scientist,OpenAI Systems,2024-02-02,56853,Bangalore,India,Hybrid,Mid,TensorFlow,NLP,True
ML Engineer,TechNova,2025-10-22,158830,London,UK,Hybrid,Senior,Python,TensorFlow,True
Prompt Engineer,GlobalTrust,2025-05-22,159287,Berlin,Germany,Onsite,Lead,Azure AI,Transformers,False
GenAI Specialist,GlobalTrust,2024-04-27,75064,Toronto,Canada,Onsite,Junior,LLM Fine-tuning,MLOps,False
ML Engineer,DeepMind,2025-10-28,79776,Bangalore,India,Remote,Senior,Azure AI,LLM Fine-tuning,True
Prompt Engineer,DeepMind,2023-07-03,193993,San Francisco,USA,Remote,Senior,MLOps,TensorFlow,True
AI Ethicist,TechNova,2023-05-22,88082,Bangalore,India,Onsite,Senior,Transformers,Azure AI,False
AI Research Scientist,BotWorks,2025-04-25,113294,Toronto,Canada,Onsite,Mid,RAG,Transformers,False
NLP Engineer,GlobalTrust,2024-11-24,112856,Toronto,Canada,Hybrid,Mid,RAG,SQL,True
AI Ethicist,NeuralFlow,2024-11-02,303875,Berlin,Germany,Remote,Executive,RAG,LLM Fine-tuning,True
AI Ethicist,DeepMind,2025-01-23,160066,San Francisco,USA,Hybrid,Mid,RAG,LLM Fine-tuning,True
AI Ethicist,DeepMind,2024-12-28,396244,San Francisco,USA,Hybrid,Executive,LLM Fine-tuning,Azure AI,True
AI Research Scientist,GlobalTrust,2023-05-27,122854,San Francisco,USA,Remote,Junior,NLP,Azure AI,True
GenAI Specialist,BotWorks,2024-07-01,79763,Toronto,Canada,Onsite,Junior,Transformers,Python,False
Data Scientist,GlobalTrust,2024-01-21,122512,Toronto,Canada,Onsite,Senior,RAG,TensorFlow,False
AI Ethicist,TechNova,2024-11-09,104957,Toronto,Canada,Onsite,Mid,RAG,NLP,False
AI Ethicist,SaaSify,2024-03-02,144913,London,UK,Remote,Senior,TensorFlow,MLOps,True
Data Scientist,DeepMind,2024-10-17,122428,London,UK,Hybrid,Mid,LLM Fine-tuning,Azure AI,True
Prompt Engineer,BotWorks,2023-11-26,105861,London,UK,Hybrid,Mid,NLP,LLM Fine-tuning,True
AI Ethicist,DeepMind,2024-11-21,121042,London,UK,Remote,Mid,NLP,SQL,True
ML Engineer,DeepMind,2023-02-07,63403,Bangalore,India,Onsite,Mid,LLM Fine-tuning,SQL,False
ML Engineer,NeuralFlow,2023-12-22,82580,Bangalore,India,Hybrid,Senior,SQL,LLM Fine-tuning,True
Data Scientist,DeepMind,2023-08-27,58121,Bangalore,India,Hybrid,Mid,Azure AI,RAG,True
Prompt Engineer,SaaSify,2023-10-18,118223,London,UK,Remote,Mid,Python,Azure AI,True
ML Engineer,DeepMind,2023-01-25,81165,Toronto,Canada,Remote,Junior,LLM Fine-tuning,MLOps,True
Data Scientist,DeepMind,2023-01-04,138675,London,UK,Remote,Senior,Python,SQL,True
AI Research Scientist,TechNova,2024-02-24,78548,Toronto,Canada,Remote,Junior,RAG,MLOps,True
NLP Engineer,BotWorks,2023-12-26,96529,Toronto,Canada,Hybrid,Mid,MLOps,TensorFlow,True
GenAI Specialist,BotWorks,2023-12-10,81325,Toronto,Canada,Remote,Junior,LLM Fine-tuning,Python,True
ML Engineer,SaaSify,2023-05-29,143469,San Francisco,USA,Onsite,Mid,Python,LLM Fine-tuning,False
AI Ethicist,BotWorks,2023-03-28,143962,San Francisco,USA,Onsite,Mid,Azure AI,Transformers,False
NLP Engineer,NeuralFlow,2025-04-15,156199,San Francisco,USA,Onsite,Mid,SQL,TensorFlow,False
Chief AI Officer,NeuralFlow,2025-09-15,121401,San Francisco,USA,Hybrid,Junior,MLOps,LLM Fine-tuning,True
AI Ethicist,OpenAI Systems,2023-11-18,170873,Bangalore,India,Onsite,Executive,Transformers,TensorFlow,False
Data Scientist,GlobalTrust,2023-06-27,124996,Toronto,Canada,Hybrid,Senior,Azure AI,TensorFlow,True
NLP Engineer,BotWorks,2025-10-19,146329,Toronto,Canada,Hybrid,Senior,Transformers,RAG,True
GenAI Specialist,TechNova,2024-12-21,112808,London,UK,Onsite,Mid,RAG,SQL,False
AI Ethicist,GlobalTrust,2023-12-18,213969,San Francisco,USA,Remote,Senior,Transformers,SQL,True
Prompt Engineer,TechNova,2025-11-01,237903,San Francisco,USA,Remote,Lead,MLOps,LLM Fine-tuning,True
ML Engineer,TechNova,2023-06-24,157782,London,UK,Remote,Senior,Python,RAG,True
NLP Engineer,TechNova,2023-09-01,96652,Berlin,Germany,Hybrid,Mid,LLM Fine-tuning,RAG,True
Data Scientist,GlobalTrust,2024-04-12,109103,Toronto,Canada,Hybrid,Mid,NLP,Azure AI,True
AI Ethicist,GlobalTrust,2025-08-19,105398,Bangalore,India,Hybrid,Lead,RAG,MLOps,True
GenAI Specialist,SaaSify,2025-04-04,80845,London,UK,Hybrid,Junior,Azure AI,SQL,True
Data Scientist,TechNova,2024-03-22,79627,Bangalore,India,Hybrid,Senior,Azure AI,Transformers,True
AI Ethicist,NeuralFlow,2024-07-03,136484,London,UK,Hybrid,Senior,Python,LLM Fine-tuning,True
Data Scientist,DeepMind,2025-06-04,104175,Toronto,Canada,Hybrid,Mid,LLM Fine-tuning,Transformers,True
Chief AI Officer,SaaSify,2025-08-28,116002,London,UK,Hybrid,Mid,Transformers,Python,True
Prompt Engineer,NeuralFlow,2024-07-15,100460,Berlin,Germany,Hybrid,Mid,Python,LLM Fine-tuning,True
NLP Engineer,TechNova,2024-12-28,66283,Bangalore,India,Remote,Mid,Python,MLOps,True
AI Ethicist,NeuralFlow,2024-07-02,104268,London,UK,Hybrid,Mid,Python,MLOps,True
AI Ethicist,BotWorks,2023-03-22,83165,Bangalore,India,Remote,Senior,TensorFlow,MLOps,True
AI Research Scientist,GlobalTrust,2024-12-03,111217,London,UK,Hybrid,Mid,RAG,Transformers,True
GenAI Specialist,NeuralFlow,2025-07-03,111203,Toronto,Canada,Hybrid,Mid,MLOps,LLM Fine-tuning,True
Chief AI Officer,BotWorks,2024-04-24,63113,Bangalore,India,Remote,Mid,TensorFlow,NLP,True
AI Research Scientist,DeepMind,2025-04-19,85208,Toronto,Canada,Onsite,Junior,Python,LLM Fine-tuning,False
Data Scientist,DeepMind,2025-10-16,144495,Berlin,Germany,Remote,Senior,Azure AI,MLOps,True
GenAI Specialist,DeepMind,2024-05-14,103223,Toronto,Canada,Remote,Mid,Transformers,NLP,True
Data Scientist,SaaSify,2023-12-17,96723,Berlin,Germany,Hybrid,Mid,Azure AI,LLM Fine-tuning,True
ML Engineer,SaaSify,2023-07-08,136970,Berlin,Germany,Hybrid,Senior,Azure AI,MLOps,True
Data Scientist,DeepMind,2025-03-24,88729,Bangalore,India,Onsite,Senior,NLP,Transformers,False
Prompt Engineer,DeepMind,2024-06-26,171044,Toronto,Canada,Onsite,Lead,MLOps,SQL,False
Prompt Engineer,BotWorks,2023-12-30,275754,Berlin,Germany,Hybrid,Executive,Azure AI,MLOps,True
Prompt Engineer,BotWorks,2024-09-05,63520,Bangalore,India,Hybrid,Mid,Azure AI,RAG,True
GenAI Specialist,TechNova,2024-05-05,96429,Berlin,Germany,Remote,Mid,RAG,NLP,True
Chief AI Officer,NeuralFlow,2023-03-17,151098,London,UK,Hybrid,Senior,Python,MLOps,True
Prompt Engineer,SaaSify,2023-03-27,216443,San Francisco,USA,Onsite,Senior,Transformers,Python,False
Prompt Engineer,TechNova,2024-12-08,84126,Bangalore,India,Hybrid,Senior,RAG,LLM Fine-tuning,True
AI Research Scientist,BotWorks,2024-05-18,84018,Bangalore,India,Hybrid,Senior,RAG,MLOps,True
NLP Engineer,SaaSify,2024-04-10,130276,Toronto,Canada,Remote,Senior,SQL,LLM Fine-tuning,True
ML Engineer,BotWorks,2025-10-13,155203,San Francisco,USA,Onsite,Mid,Azure AI,MLOps,False
AI Ethicist,BotWorks,2023-11-05,207343,San Francisco,USA,Hybrid,Senior,TensorFlow,Azure AI,True
Data Scientist,TechNova,2023-11-27,148286,Toronto,Canada,Hybrid,Senior,RAG,Transformers,True
GenAI Specialist,BotWorks,2024-12-06,196305,San Francisco,USA,Hybrid,Senior,MLOps,Python,True
GenAI Specialist,OpenAI Systems,2023-03-09,114896,London,UK,Hybrid,Mid,SQL,Python,True
Chief AI Officer,BotWorks,2025-08-17,90521,London,UK,Hybrid,Junior,RAG,NLP,True
Data Scientist,TechNova,2023-12-14,94730,Toronto,Canada,Remote,Mid,NLP,MLOps,True
NLP Engineer,DeepMind,2023-01-22,104685,Bangalore,India,Hybrid,Lead,RAG,LLM Fine-tuning,True
Data Scientist,OpenAI Systems,2023-03-31,85943,Berlin,Germany,Hybrid,Junior,TensorFlow,Python,True
Prompt Engineer,NeuralFlow,2023-07-22,79193,Berlin,Germany,Remote,Junior,TensorFlow,RAG,True
AI Ethicist,NeuralFlow,2024-10-06,107723,Toronto,Canada,Hybrid,Mid,Azure AI,NLP,True
NLP Engineer,NeuralFlow,2023-05-23,112930,Berlin,Germany,Remote,Mid,MLOps,LLM Fine-tuning,True
ML Engineer,NeuralFlow,2023-03-08,177259,Toronto,Canada,Hybrid,Lead,MLOps,SQL,True
AI Ethicist,DeepMind,2025-04-06,119127,San Francisco,USA,Onsite,Junior,MLOps,SQL,False
AI Ethicist,BotWorks,2025-02-15,77542,Bangalore,India,Hybrid,Senior,LLM Fine-tuning,Transformers,True
ML Engineer,TechNova,2024-03-16,115305,London,UK,Remote,Mid,SQL,Transformers,True
ML Engineer,DeepMind,2023-11-03,61571,Bangalore,India,Hybrid,Mid,NLP,SQL,True
AI Ethicist,DeepMind,2025-05-05,135267,Berlin,Germany,Remote,Senior,RAG,Python,True
GenAI Specialist,NeuralFlow,2023-01-05,65573,Bangalore,India,Hybrid,Mid,Azure AI,TensorFlow,True
NLP Engineer,SaaSify,2023-05-28,73626,Bangalore,India,Remote,Senior,LLM Fine-tuning,RAG,True
ML Engineer,OpenAI Systems,2024-08-17,79235,Toronto,Canada,Hybrid,Junior,Python,LLM Fine-tuning,True
AI Research Scientist,SaaSify,2024-08-14,121817,London,UK,Hybrid,Mid,TensorFlow,MLOps,True
ML Engineer,OpenAI Systems,2025-08-10,193998,San Francisco,USA,Remote,Senior,RAG,Python,True
AI Research Scientist,TechNova,2023-01-24,50404,Bangalore,India,Hybrid,Junior,Transformers,NLP,True
Chief AI Officer,NeuralFlow,2024-06-26,79139,Toronto,Canada,Remote,Junior,MLOps,RAG,True
ML Engineer,SaaSify,2023-02-07,292584,Berlin,Germany,Hybrid,Executive,LLM Fine-tuning,Azure AI,True
NLP Engineer,BotWorks,2023-11-03,77975,Toronto,Canada,Hybrid,Junior,SQL,Azure AI,True
ML Engineer,TechNova,2023-11-25,194002,San Francisco,USA,Hybrid,Senior,RAG,LLM Fine-tuning,True
ML Engineer,DeepMind,2023-11-25,200225,San Francisco,USA,Onsite,Senior,Azure AI,NLP,False
AI Research Scientist,NeuralFlow,2023-12-01,192699,Berlin,Germany,Hybrid,Lead,RAG,SQL,True
GenAI Specialist,DeepMind,2023-04-30,192061,Toronto,Canada,Hybrid,Lead,Transformers,Python,True
NLP Engineer,TechNova,2024-12-16,217278,San Francisco,USA,Onsite,Senior,SQL,Azure AI,False
Chief AI Officer,NeuralFlow,2024-04-15,256155,Toronto,Canada,Hybrid,Executive,Azure AI,SQL,True
AI Ethicist,BotWorks,2024-09-10,152009,London,UK,Remote,Senior,TensorFlow,Azure AI,True
ML Engineer,GlobalTrust,2024-11-04,101207,Toronto,Canada,Hybrid,Mid,Transformers,RAG,True
NLP Engineer,SaaSify,2023-10-09,130625,Berlin,Germany,Remote,Senior,Python,MLOps,True
AI Research Scientist,GlobalTrust,2025-09-21,113077,London,UK,Hybrid,Mid,Azure AI,NLP,True
Data Scientist,NeuralFlow,2024-04-28,256436,Berlin,Germany,Onsite,Executive,MLOps,Azure AI,False
Data Scientist,BotWorks,2025-03-25,62320,Bangalore,India,Remote,Mid,Transformers,NLP,True
Data Scientist,GlobalTrust,2025-08-13,207676,London,UK,Onsite,Lead,MLOps,TensorFlow,False
NLP Engineer,GlobalTrust,2023-01-25,111008,Toronto,Canada,Hybrid,Mid,MLOps,NLP,True
GenAI Specialist,NeuralFlow,2023-09-03,63962,Bangalore,India,Remote,Mid,NLP,SQL,True
Prompt Engineer,SaaSify,2025-11-15,98868,Berlin,Germany,Onsite,Mid,NLP,Transformers,False
NLP Engineer,NeuralFlow,2025-01-18,77233,Bangalore,India,Hybrid,Senior,LLM Fine-tuning,Azure AI,True
AI Ethicist,NeuralFlow,2023-05-29,112620,Toronto,Canada,Remote,Mid,RAG,MLOps,True
Prompt Engineer,TechNova,2024-04-25,85844,Bangalore,India,Hybrid,Senior,Python,Azure AI,True
AI Ethicist,GlobalTrust,2023-12-14,108853,London,UK,Onsite,Mid,Python,TensorFlow,False
AI Ethicist,OpenAI Systems,2025-01-27,278800,Toronto,Canada,Remote,Executive,Transformers,TensorFlow,True
AI Research Scientist,OpenAI Systems,2024-01-18,87234,Berlin,Germany,Hybrid,Junior,LLM Fine-tuning,Python,True
AI Research Scientist,NeuralFlow,2023-03-14,96777,Berlin,Germany,Onsite,Mid,TensorFlow,Python,False
AI Ethicist,TechNova,2024-04-06,111080,Bangalore,India,Hybrid,Lead,TensorFlow,NLP,True
ML Engineer,SaaSify,2023-07-27,74181,Berlin,Germany,Onsite,Junior,NLP,LLM Fine-tuning,False
Prompt Engineer,OpenAI Systems,2025-07-16,104066,Bangalore,India,Remote,Lead,MLOps,NLP,True
ML Engineer,OpenAI Systems,2025-10-13,101403,Berlin,Germany,Hybrid,Mid,NLP,Transformers,True
AI Research Scientist,OpenAI Systems,2024-03-17,109126,London,UK,Hybrid,Mid,Python,Azure AI,True
ML Engineer,DeepMind,2025-12-19,185900,San Francisco,USA,Remote,Senior,MLOps,NLP,True
ML Engineer,BotWorks,2023-11-19,106029,Toronto,Canada,Remote,Mid,RAG,Azure AI,True
Prompt Engineer,SaaSify,2025-12-28,188658,Berlin,Germany,Hybrid,Lead,Azure AI,MLOps,True
Data Scientist,OpenAI Systems,2025-07-05,198446,San Francisco,USA,Hybrid,Senior,Python,NLP,True
Prompt Engineer,GlobalTrust,2023-05-08,142262,San Francisco,USA,Hybrid,Mid,RAG,NLP,True
ML Engineer,GlobalTrust,2025-06-25,129958,Toronto,Canada,Remote,Senior,Azure AI,Transformers,True
AI Ethicist,BotWorks,2024-04-05,214263,San Francisco,USA,Hybrid,Senior,LLM Fine-tuning,SQL,True
Prompt Engineer,TechNova,2025-03-19,143657,San Francisco,USA,Hybrid,Mid,SQL,LLM Fine-tuning,True
ML Engineer,GlobalTrust,2025-06-01,83083,London,UK,Remote,Junior,Python,RAG,True
ML Engineer,TechNova,2023-05-12,86284,Bangalore,India,Remote,Senior,TensorFlow,Transformers,True
AI Research Scientist,GlobalTrust,2023-03-16,126668,Berlin,Germany,Hybrid,Senior,Transformers,RAG,True
Chief AI Officer,DeepMind,2024-03-08,145983,London,UK,Hybrid,Senior,LLM Fine-tuning,RAG,True
GenAI Specialist,NeuralFlow,2024-06-02,95366,Berlin,Germany,Remote,Mid,Transformers,RAG,True
AI Ethicist,TechNova,2025-03-27,165592,San Francisco,USA,Hybrid,Mid,TensorFlow,RAG,True
GenAI Specialist,BotWorks,2025-06-02,154494,San Francisco,USA,Onsite,Mid,TensorFlow,MLOps,False
GenAI Specialist,BotWorks,2024-10-31,145469,London,UK,Remote,Senior,TensorFlow,LLM Fine-tuning,True
Prompt Engineer,NeuralFlow,2025-02-28,154168,London,UK,Remote,Senior,Transformers,LLM Fine-tuning,True
Chief AI Officer,TechNova,2025-03-10,98010,Berlin,Germany,Remote,Mid,TensorFlow,MLOps,True
AI Research Scientist,DeepMind,2023-08-03,140686,Berlin,Germany,Hybrid,Senior,RAG,MLOps,True
Chief AI Officer,DeepMind,2023-01-17,152401,London,UK,Hybrid,Senior,Python,Azure AI,True
Prompt Engineer,TechNova,2025-10-26,65645,Bangalore,India,Hybrid,Mid,Transformers,Azure AI,True
AI Ethicist,DeepMind,2024-10-11,168213,San Francisco,USA,Remote,Mid,RAG,SQL,True
Data Scientist,OpenAI Systems,2025-07-04,82984,Bangalore,India,Hybrid,Senior,SQL,TensorFlow,True
AI Ethicist,GlobalTrust,2025-09-21,99526,Toronto,Canada,Onsite,Mid,MLOps,LLM Fine-tuning,False
AI Research Scientist,OpenAI Systems,2025-06-06,109827,Toronto,Canada,Hybrid,Mid,TensorFlow,MLOps,True
AI Research Scientist,BotWorks,2024-10-23,144608,Toronto,Canada,Remote,Senior,NLP,TensorFlow,True
GenAI Specialist,BotWorks,2023-04-09,128729,Berlin,Germany,Remote,Senior,LLM Fine-tuning,Python,True
AI Research Scientist,DeepMind,2024-05-28,108083,Toronto,Canada,Remote,Mid,SQL,Python,True
AI Research Scientist,GlobalTrust,2024-02-08,218503,San Francisco,USA,Remote,Senior,SQL,LLM Fine-tuning,True
AI Research Scientist,BotWorks,2024-05-27,95914,Berlin,Germany,Hybrid,Mid,RAG,NLP,True
NLP Engineer,GlobalTrust,2025-02-26,109006,Berlin,Germany,Hybrid,Mid,Transformers,MLOps,True
Chief AI Officer,TechNova,2025-05-23,175340,London,UK,Onsite,Lead,Transformers,LLM Fine-tuning,False
ML Engineer,SaaSify,2025-09-21,113283,Bangalore,India,Remote,Lead,SQL,LLM Fine-tuning,True
GenAI Specialist,NeuralFlow,2025-10-20,162511,San Francisco,USA,Hybrid,Mid,NLP,SQL,True
Prompt Engineer,OpenAI Systems,2023-01-27,135252,Berlin,Germany,Remote,Senior,LLM Fine-tuning,MLOps,True
NLP Engineer,NeuralFlow,2023-06-03,110445,London,UK,Hybrid,Mid,NLP,TensorFlow,True
AI Research Scientist,SaaSify,2024-03-12,275411,Berlin,Germany,Hybrid,Executive,MLOps,LLM Fine-tuning,True
NLP Engineer,TechNova,2025-07-01,162307,San Francisco,USA,Remote,Mid,Azure AI,RAG,True
NLP Engineer,SaaSify,2024-08-28,161731,London,UK,Remote,Senior,MLOps,NLP,True
AI Ethicist,DeepMind,2023-12-29,216803,San Francisco,USA,Remote,Senior,LLM Fine-tuning,Python,True
Data Scientist,NeuralFlow,2024-10-04,127832,San Francisco,USA,Hybrid,Junior,Python,RAG,True
Chief AI Officer,OpenAI Systems,2024-10-11,212851,San Francisco,USA,Hybrid,Senior,Transformers,Azure AI,True
NLP Engineer,BotWorks,2025-06-29,209380,San Francisco,USA,Hybrid,Senior,Python,Azure AI,True
ML Engineer,BotWorks,2024-07-05,112347,San Francisco,USA,Hybrid,Junior,Azure AI,MLOps,True
Data Scientist,SaaSify,2023-10-15,74426,Toronto,Canada,Hybrid,Junior,RAG,LLM Fine-tuning,True
ML Engineer,TechNova,2025-06-29,82007,London,UK,Hybrid,Junior,RAG,LLM Fine-tuning,True
NLP Engineer,TechNova,2023-08-14,124608,San Francisco,USA,Onsite,Junior,RAG,Azure AI,False
Data Scientist,BotWorks,2024-09-27,83842,Berlin,Germany,Hybrid,Junior,Azure AI,MLOps,True
NLP Engineer,BotWorks,2024-11-27,76532,Toronto,Canada,Remote,Junior,TensorFlow,SQL,True
Chief AI Officer,BotWorks,2024-06-09,184890,San Francisco,USA,Hybrid,Senior,MLOps,NLP,True
NLP Engineer,NeuralFlow,2023-06-04,169152,San Francisco,USA,Hybrid,Mid,LLM Fine-tuning,SQL,True
GenAI Specialist,GlobalTrust,2023-05-03,148525,Toronto,Canada,Remote,Senior,RAG,NLP,True
ML Engineer,BotWorks,2024-04-28,87009,Toronto,Canada,Remote,Junior,MLOps,Python,True
AI Research Scientist,NeuralFlow,2023-04-13,158293,London,UK,Hybrid,Senior,TensorFlow,SQL,True
Data Scientist,NeuralFlow,2024-07-20,122928,London,UK,Remote,Mid,RAG,Transformers,True
Data Scientist,OpenAI Systems,2023-07-26,151967,London,UK,Hybrid,Senior,Python,NLP,True
NLP Engineer,SaaSify,2024-03-17,133200,Berlin,Germany,Onsite,Senior,Azure AI,SQL,False
Prompt Engineer,TechNova,2025-07-26,112367,Toronto,Canada,Hybrid,Mid,MLOps,NLP,True
AI Research Scientist,GlobalTrust,2023-02-08,171456,Toronto,Canada,Hybrid,Lead,Python,SQL,True
AI Ethicist,DeepMind,2025-05-09,81263,London,UK,Onsite,Junior,LLM Fine-tuning,Transformers,False
Data Scientist,DeepMind,2023-04-10,119501,San Francisco,USA,Hybrid,Junior,Transformers,Python,True
GenAI Specialist,NeuralFlow,2023-07-06,210395,San Francisco,USA,Hybrid,Senior,LLM Fine-tuning,NLP,True
NLP Engineer,NeuralFlow,2025-08-07,110380,Toronto,Canada,Remote,Mid,Python,SQL,True
Data Scientist,BotWorks,2025-02-01,140255,Toronto,Canada,Hybrid,Senior,Transformers,Azure AI,True
AI Ethicist,BotWorks,2023-04-17,86675,Berlin,Germany,Hybrid,Junior,Transformers,RAG,True
NLP Engineer,DeepMind,2025-09-12,198780,San Francisco,USA,Remote,Senior,MLOps,Azure AI,True
ML Engineer,GlobalTrust,2025-06-03,113340,Berlin,Germany,Hybrid,Mid,SQL,LLM Fine-tuning,True
AI Research Scientist,BotWorks,2024-03-10,103682,Toronto,Canada,Hybrid,Mid,TensorFlow,MLOps,True
ML Engineer,NeuralFlow,2025-11-28,63891,Bangalore,India,Remote,Mid,Python,RAG,True
Chief AI Officer,TechNova,2025-03-03,87285,Bangalore,India,Remote,Senior,SQL,Transformers,True
Chief AI Officer,OpenAI Systems,2025-09-18,56226,Bangalore,India,Remote,Mid,Transformers,Azure AI,True
GenAI Specialist,SaaSify,2025-06-09,123091,Berlin,Germany,Hybrid,Senior,Azure AI,LLM Fine-tuning,True
Chief AI Officer,TechNova,2025-10-12,111238,Toronto,Canada,Hybrid,Mid,MLOps,TensorFlow,True
ML Engineer,GlobalTrust,2023-12-01,115525,San Francisco,USA,Hybrid,Junior,LLM Fine-tuning,Azure AI,True
AI Ethicist,GlobalTrust,2023-03-10,110641,London,UK,Hybrid,Mid,MLOps,RAG,True
NLP Engineer,TechNova,2025-04-15,133429,Berlin,Germany,Remote,Senior,Transformers,Python,True
AI Research Scientist,BotWorks,2023-08-31,136599,Berlin,Germany,Remote,Senior,Azure AI,NLP,True
Chief AI Officer,BotWorks,2024-11-05,57200,Bangalore,India,Hybrid,Mid,Transformers,MLOps,True
Chief AI Officer,BotWorks,2025-02-04,110186,Berlin,Germany,Hybrid,Mid,SQL,TensorFlow,True
Data Scientist,GlobalTrust,2023-04-25,155958,San Francisco,USA,Hybrid,Mid,Transformers,MLOps,True
GenAI Specialist,OpenAI Systems,2025-06-11,145566,Toronto,Canada,Remote,Senior,Azure AI,Transformers,True
GenAI Specialist,OpenAI Systems,2023-06-29,165499,San Francisco,USA,Hybrid,Mid,RAG,LLM Fine-tuning,True
ML Engineer,GlobalTrust,2024-07-04,94635,London,UK,Hybrid,Junior,Azure AI,Python,True
NLP Engineer,DeepMind,2024-05-22,103049,London,UK,Hybrid,Mid,Azure AI,Transformers,True
AI Research Scientist,GlobalTrust,2025-05-16,146406,Berlin,Germany,Onsite,Senior,SQL,RAG,False
GenAI Specialist,TechNova,2023-06-26,101568,Berlin,Germany,Hybrid,Mid,LLM Fine-tuning,MLOps,True
AI Ethicist,SaaSify,2023-04-05,154824,London,UK,Remote,Senior,Transformers,LLM Fine-tuning,True
NLP Engineer,GlobalTrust,2024-05-19,87372,Bangalore,India,Remote,Senior,MLOps,RAG,True
AI Research Scientist,SaaSify,2023-03-07,161641,London,UK,Hybrid,Senior,Python,MLOps,True
Prompt Engineer,SaaSify,2024-05-29,112201,Toronto,Canada,Remote,Mid,Azure AI,NLP,True
GenAI Specialist,DeepMind,2024-11-28,104602,London,UK,Hybrid,Mid,Python,MLOps,True
ML Engineer,DeepMind,2025-06-07,143807,London,UK,Remote,Senior,LLM Fine-tuning,SQL,True
Prompt Engineer,OpenAI Systems,2023-03-20,97047,Toronto,Canada,Hybrid,Mid,SQL,LLM Fine-tuning,True
Prompt Engineer,SaaSify,2024-04-09,93944,Berlin,Germany,Remote,Mid,NLP,Python,True
Prompt Engineer,TechNova,2023-06-25,77710,Bangalore,India,Hybrid,Senior,Transformers,Azure AI,True
Data Scientist,DeepMind,2024-12-24,157748,London,UK,Hybrid,Senior,MLOps,SQL,True
NLP Engineer,GlobalTrust,2024-08-28,64590,Bangalore,India,Hybrid,Mid,RAG,TensorFlow,True
AI Ethicist,DeepMind,2024-08-06,58946,Bangalore,India,Hybrid,Mid,Python,NLP,True
Prompt Engineer,NeuralFlow,2024-06-01,184247,San Francisco,USA,Hybrid,Senior,SQL,TensorFlow,True
Data Scientist,BotWorks,2023-01-22,94777,Berlin,Germany,Remote,Mid,NLP,RAG,True
Prompt Engineer,GlobalTrust,2024-01-17,131651,Berlin,Germany,Hybrid,Senior,LLM Fine-tuning,MLOps,True
ML Engineer,SaaSify,2023-02-19,120714,London,UK,Hybrid,Mid,SQL,Python,True
